,id,type,gender,sexo,pessoa,idade
4019,11852.0,F,F,1,0,29
4020,11853.0,F,F,1,0,48
4021,11854.0,F,M,2,0,28
4022,12005.0,F,M,2,0,48
4023,12004.0,F,M,2,0,51
4024,12003.0,F,M,2,0,39
4025,12002.0,F,M,2,0,57
4026,12001.0,F,M,2,0,40
4027,12000.0,F,M,2,0,42
4028,11999.0,F,F,1,0,51
4031,11996.0,F,F,1,0,75
4032,11995.0,F,M,2,0,75
4033,11994.0,F,F,1,0,65
4035,11992.0,F,F,1,0,15
4036,11991.0,F,M,2,0,75
4037,11990.0,F,F,1,0,67
4039,11988.0,F,F,1,0,40
4040,11987.0,F,M,2,0,58
4041,11986.0,F,F,1,0,28
4042,11985.0,F,M,2,0,65
4043,11984.0,F,F,1,0,23
4044,11983.0,F,M,2,0,47
4045,11982.0,F,F,1,0,33
4046,11981.0,F,F,1,0,32
4048,11979.0,F,F,1,0,40
4049,11978.0,F,M,2,0,40
4051,11976.0,F,F,1,0,43
4052,11975.0,F,F,1,0,70
4053,11974.0,F,F,1,0,15
4054,11973.0,F,F,1,0,15
4057,11970.0,F,M,2,0,38
4058,11969.0,F,M,2,0,66
4059,11968.0,F,M,2,0,54
4060,11967.0,F,M,2,0,35
4061,11966.0,F,M,2,0,64
4062,11965.0,F,M,2,0,42
4063,11964.0,F,F,1,0,58
4064,11963.0,F,M,2,0,75
4065,11962.0,F,M,2,0,31
4066,11961.0,F,F,1,0,63
4067,11960.0,F,M,2,0,22
4068,11959.0,F,M,2,0,50
4069,11958.0,F,M,2,0,67
4070,11957.0,F,F,1,0,40
4071,11956.0,F,M,2,0,43
4072,11955.0,F,F,1,0,40
4074,11953.0,F,F,1,0,36
4075,11952.0,F,M,2,0,48
4076,11951.0,F,M,2,0,15
4078,11949.0,F,M,2,0,22
4079,11948.0,F,M,2,0,38
4080,11947.0,F,F,1,0,69
4081,11946.0,F,M,2,0,68
4082,11945.0,F,F,1,0,58
4083,11944.0,F,M,2,0,41
4084,11943.0,F,F,1,0,50
4086,11941.0,F,M,2,0,41
4087,11940.0,F,F,1,0,50
4088,11939.0,F,F,1,0,50
4091,11934.0,F,M,2,0,15
4092,11935.0,F,M,2,0,75
4093,11936.0,F,F,1,0,20
4094,11937.0,F,M,2,0,34
4096,12096.0,F,F,1,0,32
4099,12093.0,F,M,2,0,29
4102,12090.0,F,M,2,0,26
4103,12089.0,J,E,0,1,15
4104,12088.0,F,M,2,0,58
4105,12087.0,J,E,0,1,38
4108,12084.0,F,M,2,0,69
4109,12083.0,F,F,1,0,56
4112,12080.0,F,F,1,0,71
4115,12077.0,F,F,1,0,59
4116,12076.0,F,F,1,0,49
4118,12074.0,F,M,2,0,67
4120,12072.0,F,M,2,0,44
4121,12071.0,F,M,2,0,44
4124,12068.0,F,M,2,0,41
4126,12066.0,F,M,2,0,38
4127,12065.0,F,M,2,0,15
4128,12064.0,F,F,1,0,20
4131,12061.0,F,M,2,0,45
4133,12059.0,F,F,1,0,35
4134,12058.0,F,M,2,0,45
4135,12057.0,F,F,1,0,48
4136,12056.0,F,F,1,0,40
4137,12055.0,F,M,2,0,15
4138,12054.0,F,M,2,0,46
4139,12053.0,F,M,2,0,39
4140,12052.0,F,M,2,0,50
4141,12051.0,F,M,2,0,45
4142,12050.0,F,F,1,0,48
4144,12048.0,F,M,2,0,33
4145,12047.0,F,M,2,0,48
4146,12046.0,F,M,2,0,27
4147,12045.0,F,F,1,0,47
4148,12044.0,F,F,1,0,63
4149,12043.0,F,F,1,0,38
4150,12042.0,F,M,2,0,75
4151,12041.0,F,F,1,0,15
4152,12040.0,F,M,2,0,50
4153,12039.0,F,M,2,0,63
4155,12037.0,F,M,2,0,30
4156,12036.0,F,M,2,0,34
4157,12035.0,F,M,2,0,39
4158,12034.0,F,M,2,0,31
4159,12033.0,F,M,2,0,37
4160,12032.0,F,F,1,0,50
4162,12030.0,F,F,1,0,62
4163,12029.0,F,F,1,0,45
4164,12028.0,F,M,2,0,33
4166,12026.0,F,M,2,0,41
4167,12025.0,F,F,1,0,15
4168,12024.0,F,F,1,0,54
4169,12023.0,F,F,1,0,69
4170,12022.0,F,F,1,0,51
4171,12021.0,F,M,2,0,62
4172,12020.0,F,F,1,0,47
4173,12019.0,F,F,1,0,69
4175,12017.0,F,F,1,0,34
4176,12006.0,F,F,1,0,38
4178,12008.0,F,F,1,0,58
4181,12011.0,F,M,2,0,56
4182,12012.0,F,F,1,0,29
4183,12013.0,F,F,1,0,60
4186,12016.0,F,F,1,0,57
4191,12199.0,F,F,1,0,44
4195,12195.0,F,M,2,0,15
4198,12192.0,F,F,1,0,36
4204,12186.0,F,F,1,0,15
4206,12184.0,F,M,2,0,15
4208,12182.0,F,M,2,0,70
4212,12178.0,F,F,1,0,43
4219,12171.0,F,M,2,0,15
4226,12164.0,F,M,2,0,42
4239,12151.0,F,F,1,0,52
4246,12144.0,F,F,1,0,51
4254,12136.0,F,F,1,0,15
4257,12133.0,F,M,2,0,41
4263,12127.0,F,M,2,0,32
4270,12099.0,F,M,2,0,15
4327,12258.0,F,F,1,0,38
4330,12255.0,F,F,1,0,33
4332,12253.0,F,M,2,0,48
4341,12244.0,F,F,1,0,42
4345,12240.0,F,E,0,0,46
4351,12234.0,F,M,2,0,15
4362,12208.0,F,E,0,0,15
4372,12218.0,F,M,2,0,15
4375,12221.0,F,F,1,0,50
4382,12488.0,F,M,2,0,68
4383,12487.0,F,F,1,0,60
4384,12486.0,F,M,2,0,42
4385,12485.0,F,M,2,0,15
4386,12484.0,F,M,2,0,49
4387,12483.0,F,M,2,0,45
4388,12482.0,F,M,2,0,47
4389,12481.0,F,M,2,0,15
4390,12480.0,F,M,2,0,43
4391,12479.0,F,M,2,0,58
4395,12475.0,F,M,2,0,38
4398,12472.0,F,M,2,0,34
4399,12471.0,F,M,2,0,47
4400,12470.0,F,M,2,0,40
4401,12469.0,F,M,2,0,38
4402,12468.0,F,M,2,0,15
4403,12467.0,F,M,2,0,31
4404,12466.0,F,M,2,0,45
4405,12465.0,F,M,2,0,39
4406,12464.0,F,M,2,0,50
4407,12463.0,F,M,2,0,20
4408,12462.0,F,F,1,0,15
4409,12461.0,F,F,1,0,15
4410,12460.0,F,F,1,0,59
4411,12459.0,F,F,1,0,32
4412,12458.0,F,M,2,0,30
4413,12457.0,F,F,1,0,39
4414,12456.0,F,M,2,0,72
4416,12454.0,F,M,2,0,40
4417,12453.0,F,M,2,0,57
4418,12452.0,F,F,1,0,49
4419,12451.0,F,F,1,0,15
4421,12449.0,F,M,2,0,15
4423,12447.0,F,M,2,0,37
4424,12446.0,F,F,1,0,65
4426,12444.0,J,E,0,1,19
4428,12442.0,F,F,1,0,43
4432,12438.0,F,M,2,0,40
4433,12437.0,F,F,1,0,20
4434,12436.0,F,M,2,0,37
4437,12433.0,F,F,1,0,37
4439,12431.0,F,F,1,0,40
4442,12428.0,F,F,1,0,15
4443,12427.0,F,M,2,0,25
4489,12338.0,F,M,2,0,37
4490,12339.0,F,M,2,0,40
4492,12341.0,F,M,2,0,20
4493,12342.0,F,F,1,0,15
4494,12343.0,F,M,2,0,66
4495,12344.0,F,F,1,0,15
4499,12348.0,F,M,2,0,15
4500,12349.0,F,F,1,0,34
4502,12351.0,F,E,0,0,32
4505,12354.0,F,M,2,0,15
4516,12365.0,F,M,2,0,15
4523,12372.0,F,F,1,0,29
4526,12375.0,F,F,1,0,15
4532,12381.0,F,E,0,0,49
4533,12382.0,F,M,2,0,30
4534,12383.0,F,F,1,0,34
4535,12384.0,F,M,2,0,15
4536,12385.0,F,M,2,0,15
4537,12386.0,F,M,2,0,42
4538,12387.0,F,M,2,0,15
4539,12388.0,F,M,2,0,49
4541,12390.0,F,F,1,0,33
4542,12391.0,F,F,1,0,15
4545,12394.0,F,M,2,0,15
4550,12399.0,F,M,2,0,27
4553,12402.0,F,F,1,0,44
4554,12403.0,F,F,1,0,15
4555,12404.0,F,M,2,0,49
4557,12406.0,J,E,0,1,21
4559,12408.0,F,M,2,0,38
4560,12409.0,F,F,1,0,27
4561,12410.0,F,M,2,0,15
4563,12412.0,F,F,1,0,36
4565,12414.0,F,F,1,0,39
4566,12415.0,F,F,1,0,34
4567,12416.0,F,M,2,0,36
4568,12417.0,F,F,1,0,42
4570,12419.0,F,F,1,0,31
4572,12421.0,F,M,2,0,41
4575,12424.0,F,F,1,0,40
4576,12425.0,F,F,1,0,57
4579,12551.0,F,M,2,0,15
4580,12550.0,F,F,1,0,31
4585,12545.0,F,M,2,0,65
4587,12543.0,F,F,1,0,30
4591,12539.0,F,M,2,0,35
4592,12538.0,F,M,2,0,50
4594,12536.0,F,F,1,0,36
4595,12535.0,F,M,2,0,37
4596,12534.0,F,F,1,0,39
4598,12532.0,F,F,1,0,57
4599,12531.0,F,F,1,0,28
4601,12529.0,F,F,1,0,23
4604,12526.0,F,M,2,0,65
4605,12525.0,F,F,1,0,56
4610,12520.0,F,F,1,0,38
4611,12519.0,F,F,1,0,41
4612,12518.0,F,F,1,0,74
4616,12514.0,F,F,1,0,45
4617,12513.0,F,M,2,0,52
4618,12512.0,F,M,2,0,75
4620,12510.0,F,F,1,0,31
4621,12509.0,F,F,1,0,15
4622,12508.0,F,M,2,0,70
4623,12507.0,F,M,2,0,59
4624,12506.0,F,F,1,0,33
4631,12499.0,F,M,2,0,64
4633,12489.0,F,M,2,0,48
4634,12490.0,F,M,2,0,15
4636,12492.0,F,F,1,0,75
4637,12493.0,F,M,2,0,31
4640,12496.0,F,M,2,0,50
4642,12646.0,F,M,2,0,43
4643,12645.0,F,F,1,0,15
4644,12644.0,F,M,2,0,53
4645,12643.0,F,M,2,0,75
4646,12642.0,F,F,1,0,47
4648,12640.0,F,M,2,0,15
4649,12639.0,F,F,1,0,72
4650,12638.0,F,F,1,0,45
4651,12637.0,F,F,1,0,35
4652,12636.0,F,M,2,0,43
4653,12635.0,F,F,1,0,46
4657,12631.0,F,M,2,0,15
4659,12629.0,F,F,1,0,38
4660,12628.0,F,M,2,0,34
4661,12627.0,F,F,1,0,64
4662,12626.0,F,F,1,0,57
4663,12625.0,F,M,2,0,15
4664,12624.0,F,M,2,0,38
4665,12623.0,F,F,1,0,47
4667,12621.0,F,F,1,0,54
4668,12620.0,F,M,2,0,38
4669,12619.0,F,M,2,0,32
4671,12617.0,F,F,1,0,30
4672,12616.0,F,M,2,0,65
4675,12613.0,F,F,1,0,63
4676,12612.0,F,F,1,0,15
4677,12611.0,F,M,2,0,15
4678,12610.0,F,F,1,0,25
4679,12609.0,F,F,1,0,50
4681,12607.0,F,M,2,0,44
4682,12606.0,F,F,1,0,28
4683,12605.0,F,F,1,0,71
4684,12604.0,F,F,1,0,15
4685,12603.0,F,M,2,0,75
4687,12601.0,F,M,2,0,64
4688,12600.0,F,F,1,0,41
4689,12599.0,F,F,1,0,26
4691,12597.0,F,F,1,0,65
4692,12596.0,F,M,2,0,64
4693,12595.0,F,M,2,0,33
4694,12594.0,F,M,2,0,51
4695,12593.0,F,M,2,0,66
4696,12592.0,F,M,2,0,41
4697,12591.0,F,F,1,0,15
4698,12590.0,F,F,1,0,32
4701,12587.0,F,M,2,0,45
4703,12585.0,F,M,2,0,25
4704,12584.0,F,M,2,0,34
4705,12583.0,F,M,2,0,38
4706,12582.0,F,M,2,0,23
4707,12581.0,F,M,2,0,44
4708,12580.0,F,F,1,0,59
4709,12579.0,F,F,1,0,65
4710,12578.0,F,M,2,0,51
4711,12577.0,F,M,2,0,26
4712,12576.0,F,M,2,0,41
4714,12574.0,F,M,2,0,47
4715,12573.0,F,M,2,0,34
4716,12553.0,F,M,2,0,30
4717,12554.0,F,M,2,0,74
4722,12559.0,F,M,2,0,69
4724,12561.0,F,M,2,0,50
4725,12562.0,J,E,0,1,34
4726,12563.0,F,M,2,0,34
4731,12568.0,F,M,2,0,49
4734,12571.0,F,F,1,0,31
4737,12723.0,F,F,1,0,74
4738,12722.0,F,M,2,0,33
4739,12721.0,F,M,2,0,17
4740,12720.0,F,M,2,0,41
4741,12719.0,F,M,2,0,41
4742,12718.0,F,F,1,0,42
4743,12717.0,F,F,1,0,48
4744,12716.0,F,M,2,0,15
4745,12715.0,F,M,2,0,38
4746,12714.0,F,M,2,0,46
4747,12713.0,F,M,2,0,34
4748,12712.0,F,M,2,0,38
4749,12711.0,F,M,2,0,37
4750,12710.0,F,F,1,0,49
4751,12709.0,F,M,2,0,54
4752,12708.0,F,F,1,0,15
4756,12704.0,F,F,1,0,15
4757,12703.0,F,M,2,0,40
4758,12702.0,F,M,2,0,53
4760,12700.0,F,F,1,0,33
4761,12699.0,F,M,2,0,50
4762,12698.0,F,F,1,0,65
4763,12697.0,F,M,2,0,75
4764,12696.0,F,M,2,0,30
4768,12692.0,F,M,2,0,53
4769,12691.0,F,M,2,0,15
4771,12689.0,F,M,2,0,15
4772,12688.0,F,M,2,0,37
4773,12687.0,F,F,1,0,31
4774,12686.0,F,M,2,0,33
4775,12685.0,J,E,0,1,15
4776,12684.0,F,M,2,0,32
4777,12683.0,F,F,1,0,34
4778,12682.0,F,M,2,0,50
4779,12681.0,F,M,2,0,40
4780,12680.0,F,F,1,0,15
4781,12679.0,F,F,1,0,38
4782,12678.0,F,M,2,0,31
4783,12677.0,F,F,1,0,23
4784,12676.0,F,F,1,0,30
4785,12675.0,F,M,2,0,15
4788,12672.0,F,M,2,0,50
4789,12671.0,F,M,2,0,40
4790,12670.0,F,M,2,0,75
4792,12668.0,F,F,1,0,15
4793,12667.0,F,F,1,0,31
4795,12665.0,J,E,0,1,63
4797,12663.0,F,F,1,0,34
4798,12662.0,F,F,1,0,25
4800,12660.0,F,M,2,0,40
4802,12647.0,F,F,1,0,64
4809,12654.0,J,E,0,1,75
4811,12656.0,F,F,1,0,64
4812,12657.0,F,M,2,0,53
4814,12800.0,F,M,2,0,45
4815,12799.0,F,F,1,0,30
4818,12796.0,F,M,2,0,49
4819,12795.0,F,M,2,0,47
4821,12793.0,F,M,2,0,15
4823,12791.0,F,F,1,0,61
4824,12790.0,F,F,1,0,27
4825,12789.0,F,M,2,0,53
4826,12788.0,F,M,2,0,38
4827,12787.0,F,F,1,0,15
4828,12786.0,F,F,1,0,48
4829,12785.0,F,F,1,0,15
4831,12783.0,F,M,2,0,34
4834,12780.0,F,M,2,0,44
4835,12779.0,F,M,2,0,15
4836,12778.0,F,M,2,0,15
4838,12776.0,F,F,1,0,32
4839,12775.0,F,F,1,0,50
4840,12774.0,F,F,1,0,42
4841,12773.0,F,F,1,0,36
4842,12772.0,F,M,2,0,15
4843,12771.0,F,M,2,0,62
4844,12770.0,F,M,2,0,70
4845,12769.0,F,M,2,0,36
4846,12768.0,F,M,2,0,36
4847,12767.0,F,F,1,0,31
4848,12766.0,F,F,1,0,15
4849,12765.0,F,F,1,0,62
4850,12764.0,F,M,2,0,15
4851,12763.0,F,M,2,0,15
4852,12762.0,F,M,2,0,61
4853,12761.0,F,F,1,0,46
4854,12760.0,F,F,1,0,38
4855,12759.0,F,M,2,0,38
4856,12758.0,F,M,2,0,15
4857,12757.0,F,M,2,0,35
4859,12755.0,F,M,2,0,15
4860,12754.0,F,M,2,0,40
4861,12753.0,F,M,2,0,45
4862,12752.0,F,M,2,0,50
4863,12751.0,F,F,1,0,42
4865,12749.0,F,F,1,0,45
4867,12747.0,F,M,2,0,57
4868,12746.0,F,F,1,0,51
4869,12745.0,F,M,2,0,50
4870,12744.0,F,M,2,0,15
4871,12743.0,F,F,1,0,35
4872,12742.0,F,F,1,0,23
4873,12741.0,F,F,1,0,46
4874,12740.0,F,M,2,0,19
4875,12739.0,F,M,2,0,33
4876,12738.0,F,M,2,0,42
4877,12737.0,F,F,1,0,19
4878,12736.0,F,M,2,0,60
4879,12735.0,F,M,2,0,29
4881,12733.0,F,M,2,0,36
4882,12732.0,F,M,2,0,49
4884,12726.0,F,M,2,0,38
4885,12727.0,F,M,2,0,49
4886,12728.0,F,F,1,0,20
4888,12730.0,F,M,2,0,15
4891,12882.0,F,M,2,0,15
4892,12881.0,F,M,2,0,15
4893,12880.0,F,F,1,0,41
4894,12879.0,F,F,1,0,15
4895,12878.0,F,M,2,0,15
4897,12876.0,F,M,2,0,55
4898,12875.0,F,F,1,0,47
4899,12874.0,F,M,2,0,54
4900,12873.0,F,M,2,0,15
4903,12870.0,F,F,1,0,15
4904,12869.0,F,M,2,0,15
4905,12868.0,F,F,1,0,15
4906,12867.0,F,F,1,0,39
4908,12865.0,F,M,2,0,37
4910,12863.0,F,F,1,0,15
4912,12861.0,F,M,2,0,67
4914,12859.0,F,M,2,0,39
4915,12858.0,F,M,2,0,42
4916,12857.0,F,F,1,0,61
4917,12856.0,F,M,2,0,40
4918,12855.0,F,F,1,0,40
4919,12854.0,F,M,2,0,15
4920,12853.0,F,M,2,0,47
4923,12850.0,F,M,2,0,31
4924,12849.0,F,M,2,0,46
4925,12848.0,F,M,2,0,49
4926,12847.0,F,M,2,0,47
4927,12846.0,F,M,2,0,41
4928,12845.0,F,F,1,0,30
4929,12844.0,F,M,2,0,41
4930,12843.0,F,M,2,0,40
4931,12842.0,F,F,1,0,44
4932,12841.0,F,M,2,0,37
4935,12838.0,F,M,2,0,15
4937,12836.0,F,F,1,0,72
4938,12835.0,F,M,2,0,48
4940,12833.0,F,F,1,0,15
4941,12832.0,F,F,1,0,44
4943,12830.0,F,F,1,0,37
4945,12828.0,F,M,2,0,15
4946,12827.0,F,F,1,0,42
4947,12826.0,F,F,1,0,48
4948,12825.0,F,M,2,0,50
4949,12824.0,F,F,1,0,39
4950,12823.0,F,M,2,0,15
4951,12822.0,F,M,2,0,41
4952,12821.0,F,F,1,0,41
4953,12820.0,F,M,2,0,15
4954,12819.0,F,M,2,0,45
4955,12818.0,F,F,1,0,43
4956,12817.0,F,F,1,0,55
4957,12816.0,F,M,2,0,15
4958,12815.0,F,F,1,0,15
4959,12814.0,F,F,1,0,38
4962,12811.0,F,M,2,0,15
4963,12810.0,F,F,1,0,46
4964,12801.0,F,F,1,0,31
4965,12802.0,F,F,1,0,15
4966,12803.0,F,F,1,0,15
4967,12804.0,F,F,1,0,56
4969,12806.0,F,M,2,0,15
4970,12807.0,F,M,2,0,15
4971,12808.0,F,M,2,0,39
4972,12809.0,F,F,1,0,15
4974,12958.0,F,F,1,0,38
4975,12957.0,F,F,1,0,15
4976,12956.0,F,F,1,0,53
4977,12955.0,F,F,1,0,42
4978,12954.0,F,M,2,0,15
4979,12953.0,F,M,2,0,57
4980,12952.0,F,F,1,0,50
4981,12951.0,F,M,2,0,43
4982,12950.0,F,F,1,0,15
4984,12948.0,F,M,2,0,50
4987,12945.0,F,M,2,0,15
4989,12943.0,F,F,1,0,31
4990,12942.0,F,M,2,0,37
4991,12941.0,F,M,2,0,50
4992,12940.0,F,F,1,0,15
4993,12939.0,F,F,1,0,59
4994,12938.0,F,F,1,0,42
4996,12936.0,F,M,2,0,38
4997,12935.0,F,F,1,0,37
4998,12934.0,F,M,2,0,31
4999,12933.0,F,M,2,0,42
5001,12931.0,F,M,2,0,64
5002,12930.0,F,M,2,0,48
5004,12928.0,F,F,1,0,40
5005,12927.0,F,M,2,0,29
5006,12926.0,F,F,1,0,46
5007,12925.0,F,M,2,0,15
5008,12924.0,F,M,2,0,15
5009,12923.0,F,M,2,0,29
5011,12921.0,F,M,2,0,15
5012,12920.0,F,F,1,0,50
5013,12919.0,F,M,2,0,43
5014,12918.0,F,M,2,0,15
5015,12917.0,F,F,1,0,42
5016,12916.0,F,M,2,0,58
5019,12914.0,F,M,2,0,44
5020,12912.0,F,M,2,0,46
5022,12910.0,F,F,1,0,24
5023,12909.0,F,M,2,0,44
5024,12908.0,F,F,1,0,15
5026,12906.0,F,M,2,0,43
5027,12905.0,F,M,2,0,34
5028,12904.0,F,M,2,0,44
5029,12903.0,F,M,2,0,73
5030,12902.0,F,M,2,0,15
5031,12901.0,F,M,2,0,15
5032,12900.0,F,M,2,0,41
5033,12899.0,F,F,1,0,35
5034,12898.0,F,F,1,0,15
5035,12897.0,F,M,2,0,15
5036,12896.0,F,M,2,0,15
5037,12895.0,F,F,1,0,49
5038,12894.0,F,F,1,0,44
5039,12893.0,F,F,1,0,15
5040,12892.0,F,F,1,0,61
5041,12891.0,F,M,2,0,15
5043,12889.0,F,F,1,0,15
5044,12888.0,F,M,2,0,41
5045,12887.0,F,M,2,0,58
5046,12884.0,F,F,1,0,15
5047,12885.0,F,M,2,0,39
5048,12886.0,F,F,1,0,35
5049,13038.0,F,M,2,0,22
5050,13037.0,F,F,1,0,45
5051,13036.0,F,M,2,0,38
5052,13035.0,F,M,2,0,15
5053,13034.0,F,F,1,0,43
5054,13033.0,F,M,2,0,38
5055,13032.0,F,M,2,0,48
5056,13031.0,F,F,1,0,40
5057,13030.0,F,M,2,0,45
5058,13029.0,F,M,2,0,41
5059,13028.0,F,M,2,0,15
5060,13027.0,F,F,1,0,15
5061,13026.0,F,M,2,0,15
5062,13025.0,F,F,1,0,34
5063,13024.0,F,M,2,0,60
5064,13023.0,F,M,2,0,15
5066,13021.0,F,F,1,0,43
5067,13020.0,F,F,1,0,36
5068,13019.0,F,M,2,0,44
5069,13018.0,F,F,1,0,45
5070,13017.0,F,F,1,0,65
5071,13016.0,F,M,2,0,41
5072,13015.0,F,M,2,0,45
5073,13014.0,F,F,1,0,32
5074,13013.0,F,M,2,0,15
5075,13012.0,F,M,2,0,35
5076,13011.0,F,M,2,0,37
5077,13010.0,F,F,1,0,38
5078,13009.0,F,F,1,0,46
5079,13008.0,F,F,1,0,38
5081,13006.0,F,M,2,0,15
5082,13005.0,F,M,2,0,15
5083,13004.0,F,M,2,0,15
5085,13002.0,F,F,1,0,34
5086,13001.0,F,M,2,0,37
5087,13000.0,F,F,1,0,36
5088,12999.0,F,F,1,0,42
5089,12998.0,F,F,1,0,15
5090,12997.0,F,M,2,0,49
5091,12996.0,F,F,1,0,47
5092,12995.0,F,M,2,0,36
5093,12994.0,F,F,1,0,41
5097,12990.0,F,M,2,0,37
5098,12989.0,F,M,2,0,41
5099,12988.0,F,M,2,0,15
5100,12987.0,F,M,2,0,15
5102,12985.0,F,M,2,0,35
5103,12984.0,F,F,1,0,49
5104,12983.0,F,F,1,0,15
5105,12982.0,F,M,2,0,44
5106,12981.0,F,F,1,0,46
5107,12980.0,F,F,1,0,44
5108,12979.0,F,M,2,0,42
5111,12976.0,F,M,2,0,30
5113,12974.0,F,F,1,0,41
5114,12973.0,F,F,1,0,44
5115,12972.0,F,F,1,0,39
5116,12971.0,F,M,2,0,29
5118,12969.0,F,M,2,0,50
5119,12968.0,F,M,2,0,15
5121,12966.0,F,M,2,0,44
5122,12965.0,F,F,1,0,56
5124,12963.0,F,F,1,0,41
5125,12962.0,F,M,2,0,37
5127,12960.0,F,M,2,0,60
5128,13039.0,F,F,1,0,29
5129,13040.0,F,F,1,0,15
5130,13041.0,F,M,2,0,15
5131,13042.0,F,M,2,0,15
5132,13043.0,F,F,1,0,15
5133,13044.0,F,M,2,0,41
5134,13045.0,F,F,1,0,32
5137,13048.0,F,F,1,0,34
5138,13049.0,F,M,2,0,44
5140,13051.0,F,M,2,0,26
5141,13052.0,F,F,1,0,35
5142,13053.0,F,F,1,0,15
5143,13054.0,F,M,2,0,15
5144,13055.0,F,F,1,0,50
5145,13056.0,F,F,1,0,61
5146,13057.0,F,M,2,0,57
5147,13058.0,F,F,1,0,15
5149,13060.0,F,F,1,0,15
5150,13061.0,F,F,1,0,45
5151,13062.0,F,M,2,0,15
5152,13063.0,F,F,1,0,47
5153,13064.0,F,F,1,0,66
5156,13067.0,F,F,1,0,15
5157,13068.0,F,M,2,0,42
5158,13069.0,F,M,2,0,15
5159,13070.0,F,F,1,0,23
5160,13071.0,F,F,1,0,36
5161,13072.0,F,F,1,0,15
5162,13073.0,F,F,1,0,38
5165,13076.0,F,M,2,0,41
5166,13077.0,F,F,1,0,15
5167,13078.0,F,M,2,0,15
5168,13079.0,F,M,2,0,15
5169,13080.0,F,F,1,0,57
5170,13081.0,F,F,1,0,15
5171,13082.0,F,M,2,0,55
5172,13083.0,F,M,2,0,15
5173,13084.0,F,M,2,0,15
5174,13085.0,F,F,1,0,15
5175,13086.0,F,M,2,0,15
5176,13087.0,F,M,2,0,34
5177,13088.0,F,F,1,0,50
5178,13089.0,F,F,1,0,44
5179,13090.0,F,M,2,0,37
5180,13091.0,J,E,0,1,15
5181,13092.0,F,M,2,0,50
5182,13093.0,F,M,2,0,34
5183,13094.0,F,M,2,0,15
5184,13095.0,F,F,1,0,42
5185,13096.0,F,F,1,0,15
5187,13098.0,F,F,1,0,43
5188,13099.0,F,M,2,0,15
5189,13100.0,F,F,1,0,40
5190,13101.0,F,M,2,0,46
5191,13102.0,F,M,2,0,43
5192,13103.0,F,M,2,0,68
5193,13104.0,F,M,2,0,43
5194,13105.0,F,M,2,0,15
5195,13106.0,F,F,1,0,33
5196,13107.0,F,M,2,0,36
5198,13109.0,F,F,1,0,44
5199,13110.0,F,M,2,0,15
5200,13111.0,F,M,2,0,39
5202,13113.0,F,M,2,0,29
5203,13114.0,F,F,1,0,37
5204,13115.0,F,M,2,0,15
5205,13116.0,F,M,2,0,49
5206,13117.0,F,F,1,0,44
5207,13118.0,F,M,2,0,70
5208,13119.0,F,M,2,0,15
5209,13120.0,F,F,1,0,15
5210,13121.0,F,M,2,0,45
5211,13122.0,F,F,1,0,15
5213,13124.0,F,F,1,0,40
5214,13125.0,F,M,2,0,39
5215,13126.0,F,F,1,0,15
5216,13127.0,F,M,2,0,42
5217,13128.0,F,F,1,0,43
5218,13129.0,F,M,2,0,15
5219,13130.0,F,F,1,0,41
5220,13131.0,F,M,2,0,35
5221,13132.0,F,F,1,0,35
5222,13133.0,F,M,2,0,45
5223,13134.0,F,M,2,0,32
5225,13136.0,F,F,1,0,36
5228,13139.0,F,F,1,0,37
5230,13141.0,F,F,1,0,15
5231,13142.0,F,M,2,0,15
5232,13143.0,F,F,1,0,15
5234,13145.0,F,M,2,0,15
5235,13146.0,F,F,1,0,15
5238,13149.0,F,M,2,0,15
5239,13150.0,F,M,2,0,32
5242,13153.0,F,F,1,0,48
5243,13154.0,F,M,2,0,49
5244,13155.0,F,M,2,0,15
5245,13156.0,F,F,1,0,15
5247,13158.0,F,F,1,0,15
5248,13159.0,F,M,2,0,36
5249,13160.0,F,F,1,0,45
5250,13161.0,F,F,1,0,30
5251,13162.0,F,M,2,0,74
5252,13163.0,F,M,2,0,43
5253,13164.0,F,M,2,0,49
5254,13165.0,F,F,1,0,47
5255,13166.0,F,F,1,0,32
5256,13167.0,F,M,2,0,46
5258,13169.0,F,F,1,0,39
5259,13170.0,F,M,2,0,57
5260,13171.0,F,F,1,0,47
5263,13174.0,F,F,1,0,53
5264,13175.0,F,M,2,0,48
5265,13176.0,F,F,1,0,44
5266,13177.0,F,F,1,0,15
5267,13178.0,F,F,1,0,41
5268,13179.0,F,F,1,0,15
5269,13180.0,F,M,2,0,73
5271,13182.0,F,M,2,0,50
5274,13185.0,F,M,2,0,38
5275,13186.0,F,M,2,0,15
5276,13187.0,F,F,1,0,38
5277,13188.0,F,F,1,0,37
5278,13189.0,F,M,2,0,49
5279,13190.0,F,M,2,0,21
5280,13191.0,F,M,2,0,61
5281,13192.0,F,F,1,0,15
5282,13193.0,F,F,1,0,29
5283,13194.0,F,M,2,0,45
5284,13195.0,F,F,1,0,46
5285,13196.0,F,F,1,0,38
5286,13197.0,F,M,2,0,15
5287,13198.0,F,M,2,0,33
5288,13199.0,F,F,1,0,15
5289,13200.0,F,M,2,0,15
5292,13203.0,F,F,1,0,50
5293,13204.0,F,M,2,0,40
5297,13208.0,F,F,1,0,15
5298,13209.0,F,F,1,0,75
